Title,Concept,Difficulty,Acceptance,LeetCodeLink,popularity
Vertical Order Traversal of a Binary Tree,Trees,Medium,34.30%,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,1177332
Check If Word Is Valid After Substitutions,Trees,Medium,54.20%,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions/,127180
Sum of Root To Leaf Binary Numbers,Two Pointers,Easy,65.30%,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/,321553
Recover a Tree From Preorder Traversal,Trees,Hard,69.40%,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal/,189658
Path In Zigzag Labelled Binary Tree,Trees,Medium,71.00%,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree/,66866
Minimum Cost Tree From Leaf Values,Trees,Medium,65.00%,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/,166930
Binary Tree Coloring Game,Trees,Medium,50.70%,https://leetcode.com/problems/binary-tree-coloring-game/,98732
Two Sum BSTs,Two Pointers,Medium,66.90%,https://leetcode.com/problems/two-sum-bsts/,81711
Tree Diameter,Trees,Medium,57.50%,https://leetcode.com/problems/tree-diameter/,87622
Number of Steps to Reduce a Number in Binary Representation to One,Trees,Medium,48.70%,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/,249997
Binary Tree Inorder Traversal,Trees,Medium,61.40%,https://leetcode.com/problems/binary-tree-inorder-traversal/,4052218
Same Tree,Trees,Easy,52.10%,https://leetcode.com/problems/same-tree/,4403903
Binary Tree Level Order Traversal,Trees,Medium,52.80%,https://leetcode.com/problems/binary-tree-level-order-traversal/,4091545
Binary Tree Zigzag Level Order Traversal,Trees,Medium,45.70%,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,2456727
Construct Binary Tree from Preorder and Inorder Traversal,Trees,Medium,46.40%,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,2391740
Construct Binary Tree from Inorder and Postorder Traversal,Trees,Medium,43.70%,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,1239205
Binary Tree Level Order Traversal II,Trees,Easy,50.50%,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/,1126348
Balanced Binary Tree,Trees,Easy,42.80%,https://leetcode.com/problems/balanced-binary-tree/,3590942
Minimum Depth of Binary Tree,Trees,Easy,36.80%,https://leetcode.com/problems/minimum-depth-of-binary-tree/,2871860
Binary Tree Preorder Traversal,Trees,Medium,54.40%,https://leetcode.com/problems/binary-tree-preorder-traversal/,2834142
Implement Trie (Prefix Tree),Tries,Medium,44.60%,https://leetcode.com/problems/implement-trie-prefix-tree/,1975879
Invert Binary Tree,Trees,Easy,62.20%,https://leetcode.com/problems/invert-binary-tree/,3351785
Serialize and Deserialize Binary Tree,Trees,Hard,45.70%,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,1782753
Minimum Height Trees,Trees,Medium,31.60%,https://leetcode.com/problems/minimum-height-trees/,1039232
N-ary Tree Level Order Traversal,Trees,Medium,63.10%,https://leetcode.com/problems/n-ary-tree-level-order-traversal/,480328
Serialize and Deserialize BST,Trees,Medium,50.80%,https://leetcode.com/problems/serialize-and-deserialize-bst/,438638
Diameter of Binary Tree,Trees,Easy,48.40%,https://leetcode.com/problems/diameter-of-binary-tree/,3276422
Subtree of Another Tree,Trees,Easy,43.80%,https://leetcode.com/problems/subtree-of-another-tree/,2166957
N-ary Tree Preorder Traversal,Trees,Easy,70.80%,https://leetcode.com/problems/n-ary-tree-preorder-traversal/,615869
N-ary Tree Postorder Traversal,Trees,Easy,70.80%,https://leetcode.com/problems/n-ary-tree-postorder-traversal/,500555
Merge Two Binary Trees,Two Pointers,Easy,73.10%,https://leetcode.com/problems/merge-two-binary-trees/,1076007
Average of Levels in Binary Tree,Trees,Easy,61.80%,https://leetcode.com/problems/average-of-levels-in-binary-tree/,889634
Binary Tree Pruning,Trees,Medium,73.60%,https://leetcode.com/problems/binary-tree-pruning/,375209
Range Sum of BST,Two Pointers,Easy,79.70%,https://leetcode.com/problems/range-sum-of-bst/,1440786
Univalued Binary Tree,Trees,Easy,67.40%,https://leetcode.com/problems/univalued-binary-tree/,349501
Cousins in Binary Tree,Trees,Easy,52.30%,https://leetcode.com/problems/cousins-in-binary-tree/,557981
Binary Prefix Divisible By 5,Trees,Easy,47.00%,https://leetcode.com/problems/binary-prefix-divisible-by-5/,140465
Find Elements in a Contaminated Binary Tree,Trees,Medium,73.00%,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/,233339
Big Countries,Tries,Easy,76.50%,https://leetcode.com/problems/big-countries/,2794772
4Sum,Two Pointers,Medium,32.80%,https://leetcode.com/problems/4sum/,3463788
Minimum Path Sum,Two Pointers,Medium,51.50%,https://leetcode.com/problems/minimum-path-sum/,2329929
Sum Root to Leaf Numbers,Two Pointers,Medium,45.90%,https://leetcode.com/problems/sum-root-to-leaf-numbers/,1644577
Two Sum III - Data structure design,Two Pointers,Easy,32.90%,https://leetcode.com/problems/two-sum-iii-data-structure-design/,441883
Contains Duplicate,Two Pointers,Easy,55.20%,https://leetcode.com/problems/contains-duplicate/,8341581
Contains Duplicate II,Two Pointers,Easy,37.00%,https://leetcode.com/problems/contains-duplicate-ii/,2843320
Contains Duplicate III,Two Pointers,Medium,20.60%,https://leetcode.com/problems/contains-duplicate-iii/,1204298
Summary Ranges,Two Pointers,Medium,38.50%,https://leetcode.com/problems/summary-ranges/,1516482
Power of Two,Two Pointers,Easy,42.90%,https://leetcode.com/problems/power-of-two/,3563950
3Sum Smaller,Two Pointers,Medium,46.80%,https://leetcode.com/problems/3sum-smaller/,324220
Find the Duplicate Number,Two Pointers,Medium,53.10%,https://leetcode.com/problems/find-the-duplicate-number/,3492353
Range Sum Query - Immutable,Two Pointers,Easy,42.60%,https://leetcode.com/problems/range-sum-query-immutable/,1069959
Range Sum Query 2D - Immutable,Two Pointers,Medium,36.70%,https://leetcode.com/problems/range-sum-query-2d-immutable/,755044
Range Sum Query - Mutable,Two Pointers,Medium,32.80%,https://leetcode.com/problems/range-sum-query-mutable/,740842
Range Sum Query 2D - Mutable,Two Pointers,Hard,34.60%,https://leetcode.com/problems/range-sum-query-2d-mutable/,180591
Remove Duplicate Letters,Two Pointers,Hard,34.60%,https://leetcode.com/problems/remove-duplicate-letters/,755459
Count of Range Sum,Two Pointers,Hard,34.50%,https://leetcode.com/problems/count-of-range-sum/,245501
Nested List Weight Sum,Two Pointers,Easy,72.20%,https://leetcode.com/problems/nested-list-weight-sum/,445247
Nested List Weight Sum II,Two Pointers,Medium,61.70%,https://leetcode.com/problems/nested-list-weight-sum-ii/,235263
Find K Pairs with Smallest Sums,Two Pointers,Medium,35.70%,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,942333
Insert Delete GetRandom O(1) - Duplicates allowed,Two Pointers,Hard,33.50%,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/,464766
Sum of Left Leaves,Two Pointers,Easy,50.40%,https://leetcode.com/problems/sum-of-left-leaves/,1163589
Partition Equal Subset Sum,Two Pointers,Medium,42.60%,https://leetcode.com/problems/partition-equal-subset-sum/,2593398
Path Sum III,Two Pointers,Easy,45.20%,https://leetcode.com/problems/path-sum-iii/,1532565
4Sum II,Two Pointers,Medium,52.50%,https://leetcode.com/problems/4sum-ii/,626061
Target Sum,Two Pointers,Medium,46.50%,https://leetcode.com/problems/target-sum/,1794076
Median Employee Salary,Two Pointers,Hard,55.20%,https://leetcode.com/problems/median-employee-salary/,70790
Find Median Given Frequency of Numbers,Two Pointers,Hard,44.80%,https://leetcode.com/problems/find-median-given-frequency-of-numbers/,78836
Delete Operation for Two Strings,Two Pointers,Medium,47.10%,https://leetcode.com/problems/delete-operation-for-two-strings/,511099
Minimum Index Sum of Two Lists,Two Pointers,Easy,50.10%,https://leetcode.com/problems/minimum-index-sum-of-two-lists/,482624
Find Duplicate File in System,Two Pointers,Medium,58.40%,https://leetcode.com/problems/find-duplicate-file-in-system/,242701
Design Excel Sum Formula,Two Pointers,Hard,31.20%,https://leetcode.com/problems/design-excel-sum-formula/,61484
Sum of Square Numbers,Two Pointers,Easy,32.40%,https://leetcode.com/problems/sum-of-square-numbers/,1092345
Path Sum IV,Two Pointers,Medium,54.50%,https://leetcode.com/problems/path-sum-iv/,64527
Map Sum Pairs,Two Pointers,Medium,53.00%,https://leetcode.com/problems/map-sum-pairs/,231182
Partition to K Equal Sum Subsets,Two Pointers,Medium,44.60%,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,816861
Minimum ASCII Delete Sum for Two Strings,Two Pointers,Medium,57.30%,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/,251771
Set Intersection Size At Least Two,Two Pointers,Hard,39.00%,https://leetcode.com/problems/set-intersection-size-at-least-two/,59914
Largest Sum of Averages,Two Pointers,Medium,48.90%,https://leetcode.com/problems/largest-sum-of-averages/,112465
Consecutive Numbers Sum,Two Pointers,Hard,36.30%,https://leetcode.com/problems/consecutive-numbers-sum/,225662
Uncommon Words from Two Sentences,Two Pointers,Easy,62.20%,https://leetcode.com/problems/uncommon-words-from-two-sentences/,420961
Sum of Subsequence Widths,Two Pointers,Hard,31.20%,https://leetcode.com/problems/sum-of-subsequence-widths/,62376
3Sum With Multiplicity,Two Pointers,Medium,35.30%,https://leetcode.com/problems/3sum-with-multiplicity/,247228
Minimum Falling Path Sum,Two Pointers,Medium,61.20%,https://leetcode.com/problems/minimum-falling-path-sum/,926133
Sum of Even Numbers After Queries,Two Pointers,Easy,61.90%,https://leetcode.com/problems/sum-of-even-numbers-after-queries/,217191
Remove All Adjacent Duplicates In String,Two Pointers,Easy,67.00%,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/,1033200
Number of Submatrices That Sum to Target,Two Pointers,Hard,59.60%,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/,220809
Sum of Digits in the Minimum Number,Two Pointers,Easy,74.60%,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number/,33215
Duplicate Zeros,Two Pointers,Easy,58.80%,https://leetcode.com/problems/duplicate-zeros/,947099
Two Sum Less Than K,Two Pointers,Easy,60.40%,https://leetcode.com/problems/two-sum-less-than-k/,232720
Number of Dice Rolls With Target Sum,Two Pointers,Medium,49.20%,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/,532297
Remove All Adjacent Duplicates in String II,Two Pointers,Medium,56.20%,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/,626862
Greatest Sum Divisible by Three,Two Pointers,Medium,44.70%,https://leetcode.com/problems/greatest-sum-divisible-by-three/,128380
Minimum Falling Path Sum II,Two Pointers,Hard,59.50%,https://leetcode.com/problems/minimum-falling-path-sum-ii/,242512
Deepest Leaves Sum,Two Pointers,Medium,83.40%,https://leetcode.com/problems/deepest-leaves-sum/,436027
Minimum Distance to Type a Word Using Two Fingers,Two Pointers,Hard,58.40%,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/,59968
Minimum Number of Steps to Make Two Strings Anagram,Two Pointers,Medium,75.30%,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/,378929
Number of Days Between Two Dates,Two Pointers,Easy,48.60%,https://leetcode.com/problems/number-of-days-between-two-dates/,126759
Two Sum,Two Pointers,Easy,45.20%,https://leetcode.com/problems/two-sum/,31851391
3Sum,Two Pointers,Medium,25.90%,https://leetcode.com/problems/3sum/,13037827
3Sum Closest,Two Pointers,Medium,45.70%,https://leetcode.com/problems/3sum-closest/,3243205
Path Sum,Two Pointers,Easy,40.20%,https://leetcode.com/problems/path-sum/,3486328
Path Sum II,Two Pointers,Medium,44.90%,https://leetcode.com/problems/path-sum-ii/,1705706
Combine Two Tables,Two Pointers,Easy,58.50%,https://leetcode.com/problems/combine-two-tables/,1717576
Duplicate Emails,Two Pointers,Easy,60.10%,https://leetcode.com/problems/duplicate-emails/,1219622
Delete Duplicate Emails,Two Pointers,Easy,38.70%,https://leetcode.com/problems/delete-duplicate-emails/,1163401
Find Median from Data Stream,Two Pointers,Hard,42.00%,https://leetcode.com/problems/find-median-from-data-stream/,1933440
Two City Scheduling,Two Pointers,Easy,55.70%,https://leetcode.com/problems/two-city-scheduling/,396124
